"Site Time","Nextracker 01: Tracker Position 1 (TrackerPos1) Degrees","Nextracker 01: Tracker Position 2 (TrackerPos2) Degrees","Nextracker 01: Tracker Position 3 (TrackerPos3) Degrees"
02-08-2024 19:30:00,57.32,57.471,57.01
02-08-2024 19:45:00,57.32,57.446,57.01
02-08-2024 20:00:00,57.32,57.43,57.01
02-08-2024 20:15:00,57.32,57.479,57.01
02-08-2024 20:30:00,57.279,57.43,57.01
02-08-2024 20:45:00,57.304,57.43,57.01
02-08-2024 21:00:00,57.296,57.43,57.01
02-08-2024 21:15:00,57.32,57.43,57.01
02-08-2024 21:30:00,57.32,57.43,57.01
02-08-2024 21:45:00,57.29,57.43,57.01
02-08-2024 22:00:00,57.277,57.43,57.01
02-08-2024 22:15:00,57.32,57.43,57.01
02-08-2024 22:30:00,57.32,57.43,57.01
02-08-2024 22:45:00,57.32,57.43,57.01
02-08-2024 23:00:00,57.32,57.43,57.01
02-08-2024 23:15:00,57.32,57.43,57.01
02-08-2024 23:30:00,57.32,57.43,57.01
02-08-2024 23:45:00,57.32,57.44,57.01
02-09-2024 00:00:00,57.319,57.472,57.01
02-09-2024 00:15:00,57.304,57.43,57.01
02-09-2024 00:30:00,57.295,57.43,57.01
02-09-2024 00:45:00,57.255,57.43,57.01
02-09-2024 01:00:00,57.32,57.43,57.01
02-09-2024 01:15:00,57.32,57.43,57.01
02-09-2024 01:30:00,57.32,57.43,56.969
02-09-2024 01:45:00,57.307,57.479,56.996
02-09-2024 02:00:00,57.276,57.431,57.01
02-09-2024 02:15:00,57.32,57.447,57.01
02-09-2024 02:30:00,57.255,57.43,57.01
02-09-2024 02:45:00,57.304,57.43,57.01
02-09-2024 03:00:00,57.32,57.43,57.01
02-09-2024 03:15:00,57.32,57.43,57.01
02-09-2024 03:30:00,57.294,57.43,57.028
02-09-2024 03:45:00,57.286,57.459,57.01
02-09-2024 04:00:00,57.279,57.514,57.01
02-09-2024 04:15:00,57.292,57.462,57.01
02-09-2024 04:30:00,57.237,57.431,57.01
02-09-2024 04:45:00,57.271,57.495,57.01
02-09-2024 05:00:00,57.318,57.496,57.01
02-09-2024 05:15:00,57.306,57.448,57.01
02-09-2024 05:30:00,57.32,57.431,57.01
02-09-2024 05:45:00,57.242,57.495,57.01
02-09-2024 06:00:00,57.251,57.43,57.01
02-09-2024 06:15:00,57.243,57.43,57.01
02-09-2024 06:30:00,57.276,57.454,57.01
02-09-2024 06:45:00,57.308,57.43,57.01
02-09-2024 07:00:00,57.254,57.455,57.01
02-09-2024 07:15:00,41.918,42.09,41.757
02-09-2024 07:30:00,-0.518,-0.316,-0.462
02-09-2024 07:45:00,-5.021,-4.77,-4.507
02-09-2024 08:00:00,-22.482,-22.518,-22.492
02-09-2024 08:15:00,-34.389,-34.447,-34.328
02-09-2024 08:30:00,-51.418,-51.819,-49.052
02-09-2024 08:45:00,-60.364,-60.51,-60.245
02-09-2024 09:00:00,-60.332,-60.559,-60.309
02-09-2024 09:15:00,-60.333,-60.56,-60.294
02-09-2024 09:30:00,-60.326,-60.51,-60.31
02-09-2024 09:45:00,-59.017,-59.232,-59.178
02-09-2024 10:00:00,-54.811,-55.042,-55.358
02-09-2024 10:15:00,-50.189,-50.206,-50.396
02-09-2024 10:30:00,-46.143,-45.69,-45.879
02-09-2024 10:45:00,-40.983,-40.961,-40.541
02-09-2024 11:00:00,-35.433,-35.383,-34.456
02-09-2024 11:15:00,-29.38,-29.451,-29.02
02-09-2024 11:30:00,-22.935,-22.515,-23.115
02-09-2024 11:45:00,-16.379,-16.341,-16.405
02-09-2024 12:00:00,-10.195,-9.583,-9.895
02-09-2024 12:15:00,-2.577,-2.403,-2.833
02-09-2024 12:30:00,4.092,3.992,4.058
02-09-2024 12:45:00,10.414,10.673,10.679
02-09-2024 13:00:00,17.672,17.157,17.161
02-09-2024 13:15:00,23.468,24.188,24.538
02-09-2024 13:30:00,30.313,30.182,30.592
02-09-2024 13:45:00,35.533,35.547,35.952
02-09-2024 14:00:00,41.003,41.329,41.098
02-09-2024 14:15:00,46.126,46.504,45.887
02-09-2024 14:30:00,50.964,50.584,50.7
02-09-2024 14:45:00,55.047,55.493,55.016
02-09-2024 15:00:00,59.051,59.137,59.032
02-09-2024 15:15:00,59.664,59.654,59.61
02-09-2024 15:30:00,59.64,59.731,59.639
02-09-2024 15:45:00,59.64,59.75,59.612
02-09-2024 16:00:00,59.548,59.67,59.562
02-09-2024 16:15:00,47.467,47.643,47.638
02-09-2024 16:30:00,31.856,31.936,31.912
02-09-2024 16:45:00,22.649,21.218,18.927
02-09-2024 17:00:00,6.442,2.978,-0.22
02-09-2024 17:15:00,-0.39,1.708,0.375
02-09-2024 17:30:00,38.517,41.619,42.607
02-09-2024 17:45:00,57.162,57.39,57.21
02-09-2024 18:00:00,57.188,57.406,57.21
02-09-2024 18:15:00,57.178,57.401,57.264
02-09-2024 18:30:00,57.118,57.385,57.231
02-09-2024 18:45:00,57.193,57.336,57.278
02-09-2024 19:00:00,57.21,57.336,57.231
02-09-2024 19:15:00,57.234,57.39,57.304
02-09-2024 19:30:00,57.157,57.34,57.303
02-09-2024 19:45:00,57.21,57.32,57.21
02-09-2024 20:00:00,57.209,57.393,57.26
02-09-2024 20:15:00,57.166,57.36,57.275
02-09-2024 20:30:00,57.21,57.409,57.21
02-09-2024 20:45:00,57.21,57.39,57.21
02-09-2024 21:00:00,57.158,57.43,57.257
02-09-2024 21:15:00,57.21,57.401,57.239
02-09-2024 21:30:00,57.21,57.41,57.254
02-09-2024 21:45:00,57.21,57.406,57.264
02-09-2024 22:00:00,57.158,57.366,57.23
02-09-2024 22:15:00,57.21,57.373,57.21
02-09-2024 22:30:00,57.193,57.43,57.226
02-09-2024 22:45:00,57.192,57.377,57.226
02-09-2024 23:00:00,57.194,57.336,57.26
02-09-2024 23:15:00,57.193,57.406,57.21
02-09-2024 23:30:00,57.183,57.365,57.21
02-09-2024 23:45:00,57.178,57.39,57.21
02-10-2024 00:00:00,57.134,57.38,57.21
02-10-2024 00:15:00,57.183,57.43,57.278
02-10-2024 00:30:00,57.166,57.357,57.23
02-10-2024 00:45:00,57.148,57.43,57.21
02-10-2024 01:00:00,57.183,57.43,57.21
02-10-2024 01:15:00,57.137,57.43,57.21
02-10-2024 01:30:00,57.134,57.429,57.235
02-10-2024 01:45:00,57.139,57.39,57.21
02-10-2024 02:00:00,57.192,57.43,57.21
02-10-2024 02:15:00,57.09,57.43,57.257
02-10-2024 02:30:00,57.134,57.405,57.226
02-10-2024 02:45:00,57.166,57.389,57.226
02-10-2024 03:00:00,57.166,57.405,57.21
02-10-2024 03:15:00,57.162,57.388,57.21
02-10-2024 03:30:00,57.171,57.406,57.21
02-10-2024 03:45:00,57.192,57.406,57.21
02-10-2024 04:00:00,57.156,57.406,57.21
02-10-2024 04:15:00,57.108,57.377,57.21
02-10-2024 04:30:00,57.188,57.41,57.226
02-10-2024 04:45:00,57.178,57.43,57.226
02-10-2024 05:00:00,57.144,57.43,57.226
02-10-2024 05:15:00,57.166,57.43,57.226
02-10-2024 05:30:00,57.131,57.414,57.21
02-10-2024 05:45:00,57.134,57.414,57.21
02-10-2024 06:00:00,57.188,57.34,57.21
02-10-2024 06:15:00,57.183,57.373,57.263
02-10-2024 06:30:00,57.183,57.429,57.231
02-10-2024 06:45:00,57.178,57.336,57.21
02-10-2024 07:00:00,57.134,57.361,57.21
02-10-2024 07:15:00,31.642,30.392,31.319
02-10-2024 07:30:00,-0.41,-0.481,-0.351
02-10-2024 07:45:00,-8.067,-7.938,-8.094
02-10-2024 08:00:00,-23.103,-22.903,-22.989
02-10-2024 08:15:00,-34.955,-34.845,-35.013
02-10-2024 08:30:00,-52.341,-52.202,-52.355
02-10-2024 08:45:00,-60.62,-60.503,-60.119
02-10-2024 09:00:00,-60.62,-60.7,-60.15
02-10-2024 09:15:00,-60.62,-60.682,-60.107
02-10-2024 09:30:00,-60.618,-60.661,-60.14
02-10-2024 09:45:00,-58.825,-58.571,-58.999
02-10-2024 10:00:00,-54.961,-54.856,-55.045
02-10-2024 10:15:00,-50.079,-50.133,-50.5
02-10-2024 10:30:00,-45.825,-45.916,-45.616
02-10-2024 10:45:00,-40.55,-40.449,-40.401
02-10-2024 11:00:00,-34.782,-35.438,-34.716
02-10-2024 11:15:00,-29.255,-29.178,-29.155
02-10-2024 11:30:00,-23.111,-23.093,-23.159
02-10-2024 11:45:00,-16.397,-16.447,-16.445
02-10-2024 12:00:00,-9.839,-9.825,-9.81
02-10-2024 12:15:00,-3.032,-3.235,-2.95
02-10-2024 12:30:00,3.692,3.8,4.063
02-10-2024 12:45:00,10.672,10.504,10.503
02-10-2024 13:00:00,17.099,17.492,17.538
02-10-2024 13:15:00,23.966,23.66,23.693
02-10-2024 13:30:00,29.924,30.099,29.91
02-10-2024 13:45:00,35.808,35.369,35.541
02-10-2024 14:00:00,40.983,41.008,41.217
02-10-2024 14:15:00,46.163,46.209,45.972
02-10-2024 14:30:00,51.042,50.956,50.96
02-10-2024 14:45:00,54.972,55.244,54.91
02-10-2024 15:00:00,59.078,59.196,59.064
02-10-2024 15:15:00,59.893,59.93,59.819
02-10-2024 15:30:00,59.86,59.95,59.787
02-10-2024 15:45:00,59.86,59.95,59.86
02-10-2024 16:00:00,59.807,59.897,59.808
02-10-2024 16:15:00,48.207,48.335,48.322
02-10-2024 16:30:00,31.913,31.92,31.896
02-10-2024 16:45:00,21.196,21.277,21.211
02-10-2024 17:00:00,5.925,6.053,6.128
02-10-2024 17:15:00,-0.556,-0.397,-0.13
02-10-2024 17:30:00,38.271,41.754,41.017
02-10-2024 17:45:00,57.21,57.32,57.21
02-10-2024 18:00:00,57.21,57.256,57.21
02-10-2024 18:15:00,57.21,57.281,57.21
02-10-2024 18:30:00,57.21,57.304,57.21
02-10-2024 18:45:00,57.21,57.305,57.21
02-10-2024 19:00:00,57.21,57.32,57.21
02-10-2024 19:15:00,57.21,57.32,57.21
02-10-2024 19:30:00,57.21,57.32,57.21
02-10-2024 19:45:00,57.21,57.32,57.21
02-10-2024 20:00:00,57.21,57.27,57.21
02-10-2024 20:15:00,57.21,57.32,57.21
02-10-2024 20:30:00,57.21,57.32,57.21
02-10-2024 20:45:00,57.21,57.32,57.21
02-10-2024 21:00:00,57.21,57.32,57.21
02-10-2024 21:15:00,57.21,57.32,57.21
02-10-2024 21:30:00,57.21,57.296,57.21
02-10-2024 21:45:00,57.21,57.296,57.21
02-10-2024 22:00:00,57.21,57.296,57.21
02-10-2024 22:15:00,57.21,57.32,57.21
02-10-2024 22:30:00,57.21,57.32,57.21
02-10-2024 22:45:00,57.21,57.32,57.21
02-10-2024 23:00:00,57.21,57.319,57.21
02-10-2024 23:15:00,57.21,57.278,57.21
02-10-2024 23:30:00,57.21,57.32,57.21
02-10-2024 23:45:00,57.21,57.291,57.21
02-11-2024 00:00:00,57.21,57.284,57.21
02-11-2024 00:15:00,57.21,57.304,57.21
02-11-2024 00:30:00,57.21,57.32,57.21
02-11-2024 00:45:00,57.21,57.32,57.21
02-11-2024 01:00:00,57.21,57.32,57.21
02-11-2024 01:15:00,57.21,57.32,57.21
02-11-2024 01:30:00,57.21,57.32,57.21
02-11-2024 01:45:00,57.21,57.32,57.21
02-11-2024 02:00:00,57.21,57.32,57.21
02-11-2024 02:15:00,57.21,57.296,57.21
02-11-2024 02:30:00,57.21,57.32,57.21
02-11-2024 02:45:00,57.21,57.32,57.21
02-11-2024 03:00:00,57.21,57.32,57.21
02-11-2024 03:15:00,57.21,57.32,57.21
02-11-2024 03:30:00,57.21,57.32,57.21
02-11-2024 03:45:00,57.21,57.32,57.21
02-11-2024 04:00:00,57.21,57.32,57.21
02-11-2024 04:15:00,57.21,57.32,57.21
02-11-2024 04:30:00,57.21,57.32,57.21
02-11-2024 04:45:00,57.21,57.32,57.21
02-11-2024 05:00:00,57.21,57.32,57.21
02-11-2024 05:15:00,57.21,57.32,57.21
02-11-2024 05:30:00,57.21,57.32,57.21
02-11-2024 05:45:00,57.21,57.32,57.21
02-11-2024 06:00:00,57.21,57.32,57.21
02-11-2024 06:15:00,57.21,57.32,57.21
02-11-2024 06:30:00,57.21,57.32,57.21
02-11-2024 06:45:00,57.21,57.32,57.21
02-11-2024 07:00:00,57.21,57.32,57.21
02-11-2024 07:15:00,29.299,29.449,29.401
02-11-2024 07:30:00,-0.47,-0.3,-0.299
02-11-2024 07:45:00,-8.539,-8.462,-8.367
02-11-2024 08:00:00,-24.886,-25.233,-24.496
02-11-2024 08:15:00,-35.982,-36.707,-36.639
02-11-2024 08:30:00,-54.982,-52.875,-52.922
02-11-2024 08:45:00,-60.62,-60.31,-60.2
02-11-2024 09:00:00,-60.638,-60.384,-60.2
02-11-2024 09:15:00,-60.649,-60.453,-60.2
02-11-2024 09:30:00,-60.611,-60.653,-60.2
02-11-2024 09:45:00,-59.04,-58.655,-58.603
02-11-2024 10:00:00,-54.336,-54.816,-54.282
02-11-2024 10:15:00,-49.767,-50.205,-49.868
02-11-2024 10:30:00,-45.727,-45.647,-45.646
02-11-2024 10:45:00,-40.428,-40.138,-39.951
02-11-2024 11:00:00,-34.997,-34.66,-34.804
02-11-2024 11:15:00,-29.058,-29.031,-29.064
02-11-2024 11:30:00,-22.702,-22.687,-22.865
02-11-2024 11:45:00,-16.634,-16.049,-16.525
02-11-2024 12:00:00,-9.873,-10.002,-10.051
02-11-2024 12:15:00,-3.074,-2.952,-3.025
02-11-2024 12:30:00,3.843,3.995,3.947
02-11-2024 12:45:00,10.255,10.263,10.238
02-11-2024 13:00:00,17.346,17.576,17.561
02-11-2024 13:15:00,23.43,23.882,23.493
02-11-2024 13:30:00,29.364,29.758,29.676
02-11-2024 13:45:00,35.256,34.846,35.074
02-11-2024 14:00:00,40.235,40.657,40.515
02-11-2024 14:15:00,45.412,45.546,45.862
02-11-2024 14:30:00,50.43,50.302,50.192
02-11-2024 14:45:00,54.747,54.776,54.742
02-11-2024 15:00:00,58.684,58.66,58.475
02-11-2024 15:15:00,59.836,59.782,59.601
02-11-2024 15:30:00,59.77,59.75,59.59
02-11-2024 15:45:00,59.786,59.803,59.632
02-11-2024 16:00:00,59.784,59.776,59.548
02-11-2024 16:15:00,49.973,49.076,48.967
02-11-2024 16:30:00,33.494,33.481,33.497
02-11-2024 16:45:00,22.126,22.16,22.179
02-11-2024 17:00:00,9.637,10.083,9.711
02-11-2024 17:15:00,-0.19,-0.158,-0.69
02-11-2024 17:30:00,21.245,21.312,20.913
02-11-2024 17:45:00,57.21,57.32,57.09
02-11-2024 18:00:00,57.157,57.32,57.09
02-11-2024 18:15:00,57.125,57.32,57.09
02-11-2024 18:30:00,57.09,57.32,57.09
02-11-2024 18:45:00,57.09,57.32,57.09
02-11-2024 19:00:00,57.09,57.32,57.09
02-11-2024 19:15:00,57.09,57.32,57.072
02-11-2024 19:30:00,57.09,57.32,57.055
02-11-2024 19:45:00,57.09,57.32,57.082
02-11-2024 20:00:00,57.09,57.32,57.059
02-11-2024 20:15:00,57.09,57.32,57.09
02-11-2024 20:30:00,57.09,57.32,57.09
02-11-2024 20:45:00,57.09,57.32,57.059
02-11-2024 21:00:00,57.09,57.32,57.088
02-11-2024 21:15:00,57.102,57.32,57.09
02-11-2024 21:30:00,57.111,57.32,57.09
02-11-2024 21:45:00,57.09,57.32,57.059
02-11-2024 22:00:00,57.09,57.32,57.088
02-11-2024 22:15:00,57.136,57.32,57.09
02-11-2024 22:30:00,57.093,57.32,57.09
02-11-2024 22:45:00,57.09,57.32,57.09
02-11-2024 23:00:00,57.09,57.32,57.09
02-11-2024 23:15:00,57.102,57.32,57.059
02-11-2024 23:30:00,57.164,57.32,57.07
02-11-2024 23:45:00,57.09,57.32,57.09
02-12-2024 00:00:00,57.09,57.32,57.078
02-12-2024 00:15:00,57.102,57.32,57.049
02-12-2024 00:30:00,57.126,57.32,57.079
02-12-2024 00:45:00,57.171,57.32,57.036
02-12-2024 01:00:00,57.12,57.32,57.088
02-12-2024 01:15:00,57.102,57.32,57.072
02-12-2024 01:30:00,57.154,57.32,57.09
02-12-2024 01:45:00,57.199,57.32,57.09
02-12-2024 02:00:00,57.191,57.32,57.078
02-12-2024 02:15:00,57.198,57.32,57.049
02-12-2024 02:30:00,57.173,57.32,57.09
02-12-2024 02:45:00,57.173,57.32,57.09
02-12-2024 03:00:00,57.183,57.32,57.09
02-12-2024 03:15:00,57.126,57.32,57.072
02-12-2024 03:30:00,57.09,57.32,57.09
02-12-2024 03:45:00,57.175,57.32,57.09
02-12-2024 04:00:00,57.21,57.32,57.09
02-12-2024 04:15:00,57.183,57.32,57.082
02-12-2024 04:30:00,57.183,57.32,57.047
02-12-2024 04:45:00,57.125,57.32,57.049
02-12-2024 05:00:00,57.108,57.32,57.09
02-12-2024 05:15:00,57.125,57.32,57.042
02-12-2024 05:30:00,57.09,57.32,57.088
02-12-2024 05:45:00,57.137,57.32,57.041
02-12-2024 06:00:00,57.095,57.32,57.057
02-12-2024 06:15:00,57.09,57.32,57.049
02-12-2024 06:30:00,57.09,57.32,57.037
02-12-2024 06:45:00,57.09,57.32,57.082
02-12-2024 07:00:00,57.09,57.32,57.012
02-12-2024 07:15:00,26.945,26.817,24.961
02-12-2024 07:30:00,-0.409,-0.437,-0.539
02-12-2024 07:45:00,-12.231,-11.942,-11.879
02-12-2024 08:00:00,-25.367,-25.445,-25.216
02-12-2024 08:15:00,-37.438,-37.46,-37.524
02-12-2024 08:30:00,-54.658,-54.959,-54.878
02-12-2024 08:45:00,-60.253,-60.51,-60.51
02-12-2024 09:00:00,-60.356,-60.486,-60.51
02-12-2024 09:15:00,-60.432,-60.475,-60.51
02-12-2024 09:30:00,-60.4,-60.403,-60.486
02-12-2024 09:45:00,-58.36,-58.6,-58.417
02-12-2024 10:00:00,-54.166,-53.918,-54.064
02-12-2024 10:15:00,-49.611,-49.962,-50.067
02-12-2024 10:30:00,-44.964,-44.65,-44.909
02-12-2024 10:45:00,-39.816,-39.716,-40.079
02-12-2024 11:00:00,-34.557,-34.256,-34.529
02-12-2024 11:15:00,-28.649,-28.347,-29.07
02-12-2024 11:30:00,-22.666,-22.402,-22.1
02-12-2024 11:45:00,-16.258,-16.151,-16.07
02-12-2024 12:00:00,-9.559,-9.272,-9.172
02-12-2024 12:15:00,-2.931,-2.87,-2.636
02-12-2024 12:30:00,3.629,4.061,4.124
02-12-2024 12:45:00,10.84,10.943,10.833
02-12-2024 13:00:00,17.242,17.349,17.26
02-12-2024 13:15:00,23.579,23.644,23.475
02-12-2024 13:30:00,29.636,29.109,29.559
02-12-2024 13:45:00,35.201,35.586,35.361
02-12-2024 14:00:00,40.659,40.721,40.53
02-12-2024 14:15:00,45.68,45.637,45.245
02-12-2024 14:30:00,49.993,50.086,50.252
02-12-2024 14:45:00,54.478,54.894,54.914
02-12-2024 15:00:00,58.31,58.562,58.508
02-12-2024 15:15:00,59.33,59.487,59.673
02-12-2024 15:30:00,59.266,59.49,59.664
02-12-2024 15:45:00,59.255,59.56,59.707
02-12-2024 16:00:00,59.287,59.48,59.643
02-12-2024 16:15:00,49.895,49.92,50.086
02-12-2024 16:30:00,34.006,34.004,33.994
02-12-2024 16:45:00,23.548,23.417,23.81
02-12-2024 17:00:00,10.652,9.821,9.878
02-12-2024 17:15:00,-0.275,-0.25,-0.403
02-12-2024 17:30:00,20.379,20.411,20.197
02-12-2024 17:45:00,57.32,57.32,56.999
02-12-2024 18:00:00,57.32,57.32,56.927
02-12-2024 18:15:00,57.32,57.32,56.935
02-12-2024 18:30:00,57.32,57.32,56.931
02-12-2024 18:45:00,57.32,57.32,56.933
02-12-2024 19:00:00,57.32,57.32,56.901
02-12-2024 19:15:00,57.32,57.32,56.916
02-12-2024 19:30:00,57.32,57.32,56.9
02-12-2024 19:45:00,57.32,57.32,56.9
02-12-2024 20:00:00,57.32,57.32,56.9
02-12-2024 20:15:00,57.32,57.32,56.942
02-12-2024 20:30:00,57.32,57.32,56.903
02-12-2024 20:45:00,57.32,57.32,56.9
02-12-2024 21:00:00,57.32,57.32,56.94
02-12-2024 21:15:00,57.32,57.32,56.928
02-12-2024 21:30:00,57.32,57.32,56.942
02-12-2024 21:45:00,57.32,57.32,56.9
02-12-2024 22:00:00,57.32,57.32,56.9
02-12-2024 22:15:00,57.32,57.32,56.9
02-12-2024 22:30:00,57.32,57.32,56.9
02-12-2024 22:45:00,57.32,57.32,56.9
02-12-2024 23:00:00,57.271,57.32,56.9
02-12-2024 23:15:00,57.32,57.32,56.9
02-12-2024 23:30:00,57.32,57.32,56.9
02-12-2024 23:45:00,57.32,57.32,56.9
02-13-2024 00:00:00,57.304,57.32,56.9
02-13-2024 00:15:00,57.287,57.32,56.9
02-13-2024 00:30:00,57.28,57.32,56.9
02-13-2024 00:45:00,57.292,57.32,56.9
02-13-2024 01:00:00,57.253,57.32,56.9
02-13-2024 01:15:00,57.32,57.32,56.9
02-13-2024 01:30:00,57.256,57.32,56.9
02-13-2024 01:45:00,57.245,57.32,56.9
02-13-2024 02:00:00,57.303,57.32,56.9
02-13-2024 02:15:00,57.309,57.32,56.9
02-13-2024 02:30:00,57.237,57.32,56.9
02-13-2024 02:45:00,57.21,57.32,56.9
02-13-2024 03:00:00,57.21,57.32,56.9
02-13-2024 03:15:00,57.21,57.32,56.9
02-13-2024 03:30:00,57.251,57.32,56.9
02-13-2024 03:45:00,57.32,57.32,56.9
02-13-2024 04:00:00,57.32,57.32,56.9
02-13-2024 04:15:00,57.32,57.32,56.9
02-13-2024 04:30:00,57.32,57.32,56.9
02-13-2024 04:45:00,57.32,57.32,56.9
02-13-2024 05:00:00,57.32,57.32,56.9
02-13-2024 05:15:00,57.32,57.32,56.9
02-13-2024 05:30:00,57.32,57.32,56.9
02-13-2024 05:45:00,57.32,57.32,56.9
02-13-2024 06:00:00,57.32,57.32,56.9
02-13-2024 06:15:00,57.32,57.32,56.9
02-13-2024 06:30:00,57.32,57.32,56.9
02-13-2024 06:45:00,57.32,57.32,56.949
02-13-2024 07:00:00,57.32,57.32,56.9
02-13-2024 07:15:00,16.893,16.661,16.656
02-13-2024 07:30:00,-0.25,-0.58,-0.41
02-13-2024 07:45:00,-12.9,-13.05,-12.941
02-13-2024 08:00:00,-25.627,-25.598,-25.35
02-13-2024 08:15:00,-38.008,-38.099,-38.119
02-13-2024 08:30:00,-56.189,-56.147,-56.211
02-13-2024 08:45:00,-60.31,-60.31,-60.2
02-13-2024 09:00:00,-60.31,-60.309,-60.2
02-13-2024 09:15:00,-60.252,-60.217,-60.2
02-13-2024 09:30:00,-60.196,-60.194,-60.2
02-13-2024 09:45:00,-58.451,-58.098,-58.579
02-13-2024 10:00:00,-54.256,-54.194,-54.19
02-13-2024 10:15:00,-49.435,-49.487,-49.563
02-13-2024 10:30:00,-44.965,-45.26,-44.964
02-13-2024 10:45:00,-39.86,-40.236,-39.536
02-13-2024 11:00:00,-34.587,-34.015,-34.398
02-13-2024 11:15:00,-28.343,-28.822,-28.502
02-13-2024 11:30:00,-22.547,-22.347,-22.985
02-13-2024 11:45:00,-15.986,-16.34,-16.263
02-13-2024 12:00:00,-9.579,-9.71,-9.637
02-13-2024 12:15:00,-2.854,-3.181,-3.087
02-13-2024 12:30:00,3.716,3.652,3.701
02-13-2024 12:45:00,10.21,10.422,10.379
02-13-2024 13:00:00,16.595,16.605,16.569
02-13-2024 13:15:00,23.009,22.749,22.959
02-13-2024 13:30:00,29.084,29.251,28.906
02-13-2024 13:45:00,34.991,34.775,34.914
02-13-2024 14:00:00,40.355,40.323,39.806
02-13-2024 14:15:00,44.84,45.195,45.018
02-13-2024 14:30:00,50.119,49.667,50.124
02-13-2024 14:45:00,53.931,54.177,53.83
02-13-2024 15:00:00,58.087,57.968,58.091
02-13-2024 15:15:00,59.363,59.468,59.75
02-13-2024 15:30:00,59.397,59.529,59.775
02-13-2024 15:45:00,59.44,59.459,59.832
02-13-2024 16:00:00,59.401,59.44,59.753
02-13-2024 16:15:00,53.19,52.405,53.455
02-13-2024 16:30:00,35.478,35.583,35.573
02-13-2024 16:45:00,24.881,24.964,24.895
02-13-2024 17:00:00,10.568,10.293,10.424
02-13-2024 17:15:00,-0.232,-0.55,-0.25
02-13-2024 17:30:00,20.13,19.839,19.982
02-13-2024 17:45:00,57.43,57.21,57.01
02-13-2024 18:00:00,57.43,57.21,57.01
02-13-2024 18:15:00,57.412,57.21,57.01
02-13-2024 18:30:00,57.386,57.21,57.01
02-13-2024 18:45:00,57.4,57.21,57.01
02-13-2024 19:00:00,57.388,57.21,57.01
02-13-2024 19:15:00,57.43,57.21,57.01
02-13-2024 19:30:00,57.406,57.21,57.01
02-13-2024 19:45:00,57.42,57.21,57.01
02-13-2024 20:00:00,57.348,57.21,57.01
02-13-2024 20:15:00,57.32,57.21,57.01
02-13-2024 20:30:00,57.32,57.21,57.01
02-13-2024 20:45:00,57.32,57.21,57.01
02-13-2024 21:00:00,57.32,57.21,57.01
02-13-2024 21:15:00,57.32,57.21,57.01
02-13-2024 21:30:00,57.32,57.21,57.01
02-13-2024 21:45:00,57.37,57.21,57.01
02-13-2024 22:00:00,57.32,57.21,57.01
02-13-2024 22:15:00,57.32,57.21,57.01
02-13-2024 22:30:00,57.32,57.21,57.01
02-13-2024 22:45:00,57.32,57.21,57.01
02-13-2024 23:00:00,57.36,57.21,57.01
02-13-2024 23:15:00,57.338,57.21,57.01
02-13-2024 23:30:00,57.384,57.21,57.01
02-13-2024 23:45:00,57.396,57.21,57.01
02-14-2024 00:00:00,57.425,57.21,57.01
02-14-2024 00:15:00,57.42,57.21,57.01
02-14-2024 00:30:00,57.324,57.21,57.01
02-14-2024 00:45:00,57.412,57.21,57.01
02-14-2024 01:00:00,57.407,57.21,57.01
02-14-2024 01:15:00,57.43,57.21,57.01
02-14-2024 01:30:00,57.43,57.21,57.01
02-14-2024 01:45:00,57.415,57.21,57.01
02-14-2024 02:00:00,57.43,57.21,57.01
02-14-2024 02:15:00,57.43,57.21,57.01
02-14-2024 02:30:00,57.39,57.21,57.01
02-14-2024 02:45:00,57.412,57.21,57.01
02-14-2024 03:00:00,57.43,57.21,57.01
02-14-2024 03:15:00,57.43,57.21,57.01
02-14-2024 03:30:00,57.43,57.21,57.01
02-14-2024 03:45:00,57.43,57.259,57.01
02-14-2024 04:00:00,57.43,57.21,57.01
02-14-2024 04:15:00,57.43,57.21,57.01
02-14-2024 04:30:00,57.43,57.21,57.01
02-14-2024 04:45:00,57.43,57.21,57.01
02-14-2024 05:00:00,57.406,57.21,57.01
02-14-2024 05:15:00,57.43,57.21,57.01
02-14-2024 05:30:00,57.43,57.21,57.01
02-14-2024 05:45:00,57.43,57.21,57.01
02-14-2024 06:00:00,57.43,57.21,57.01
02-14-2024 06:15:00,57.43,57.21,57.01
02-14-2024 06:30:00,57.43,57.21,57.01
02-14-2024 06:45:00,57.43,57.259,57.01
02-14-2024 07:00:00,57.207,56.977,56.793
02-14-2024 07:15:00,10.345,10.173,10.54
02-14-2024 07:30:00,-0.537,-0.262,-0.342
02-14-2024 07:45:00,-16.352,-16.522,-16.518
02-14-2024 08:00:00,-27.976,-27.984,-27.833
02-14-2024 08:15:00,-40.794,-40.679,-40.762
02-14-2024 08:30:00,-57.199,-57.179,-57.114
02-14-2024 08:45:00,-60.385,-60.4,-60.2
02-14-2024 09:00:00,-60.401,-60.4,-60.201
02-14-2024 09:15:00,-60.569,-60.4,-60.215
02-14-2024 09:30:00,-60.632,-60.393,-60.194
02-14-2024 09:45:00,-57.701,-58.107,-57.875
02-14-2024 10:00:00,-53.653,-53.628,-53.517
02-14-2024 10:15:00,-49.501,-49.534,-49.463
02-14-2024 10:30:00,-44.445,-44.06,-44.746
