"Site Time","Nextracker 01: Tracker Position 1 (TrackerPos1) Degrees","Nextracker 01: Tracker Position 2 (TrackerPos2) Degrees","Nextracker 01: Tracker Position 3 (TrackerPos3) Degrees"
01-02-2024 06:15:00,57.21,57.21,57.09
01-02-2024 06:30:00,57.21,57.21,57.09
01-02-2024 06:45:00,57.21,57.21,57.09
01-02-2024 07:00:00,57.21,57.21,57.09
01-02-2024 07:15:00,57.21,57.21,57.09
01-02-2024 07:30:00,57.21,57.21,57.09
01-02-2024 07:45:00,34.018,21.23,34.081
01-02-2024 08:00:00,-0.517,-0.432,-0.244
01-02-2024 08:15:00,-7.559,-7.61,-11.165
01-02-2024 08:30:00,-24.713,-25.759,-25.03
01-02-2024 08:45:00,-37.291,-37.314,-38.982
01-02-2024 09:00:00,-55.097,-54.892,-56.284
01-02-2024 09:15:00,-60.451,-60.384,-60.4
01-02-2024 09:30:00,-60.442,-60.4,-60.4
01-02-2024 09:45:00,-60.426,-60.4,-60.361
01-02-2024 10:00:00,-59.556,-59.426,-59.589
01-02-2024 10:15:00,-55.314,-55.905,-55.782
01-02-2024 10:30:00,-50.043,-50.447,-50.007
01-02-2024 10:45:00,-44.1,-44.333,-44.262
01-02-2024 11:00:00,-38.043,-38.131,-38.015
01-02-2024 11:15:00,-30.676,-30.687,-30.675
01-02-2024 11:30:00,-23.311,-23.331,-23.315
01-02-2024 11:45:00,-15.052,-15.065,-15.245
01-02-2024 12:00:00,-6.468,-6.492,-6.53
01-02-2024 12:15:00,2.139,2.142,2.443
01-02-2024 12:30:00,10.555,10.536,10.603
01-02-2024 12:45:00,19.313,19.323,19.44
01-02-2024 13:00:00,27.548,27.5,27.494
01-02-2024 13:15:00,34.673,34.281,34.158
01-02-2024 13:30:00,40.895,40.925,40.941
01-02-2024 13:45:00,47.27,46.838,47.13
01-02-2024 14:00:00,52.352,52.256,52.343
01-02-2024 14:15:00,57.489,57.437,57.485
