Timestamp (UTC),Wind Speed (m/s),Wind Gust Speed (m/s),Wind Dir (Deg),Snowfall Rate (mm/hr),Weather Code,trigger,stow_angle,stow_setpoint,tracker_theta,td,time_delta
2024-01-06 21:15:00,2.3,5.1,37,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 21:15:00,0 days 00:15:00
2024-01-06 21:30:00,2.2,5.0,38,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 21:30:00,0 days 00:15:00
2024-01-06 21:45:00,2.1,4.9,39,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 21:45:00,0 days 00:15:00
2024-01-06 22:00:00,2.0,4.8,40,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 22:00:00,0 days 00:15:00
2024-01-06 22:15:00,1.9,4.7,43,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 22:15:00,0 days 00:15:00
2024-01-06 22:30:00,1.8,4.6,46,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 22:30:00,0 days 00:15:00
2024-01-06 22:45:00,1.7,4.5,49,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 22:45:00,0 days 00:15:00
2024-01-06 23:00:00,1.6,4.4,52,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 23:00:00,0 days 00:15:00
2024-01-06 23:15:00,1.7,4.1,50,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 23:15:00,0 days 00:15:00
2024-01-06 23:30:00,1.8,3.8,49,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 23:30:00,0 days 00:15:00
2024-01-06 23:45:00,1.9,3.5,48,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-06 23:45:00,0 days 00:15:00
2024-01-07 00:00:00,2.0,3.2,46,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 00:00:00,0 days 00:15:00
2024-01-07 00:15:00,2.0,3.4,44,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 00:15:00,0 days 00:15:00
2024-01-07 00:30:00,2.0,3.6,43,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 00:30:00,0 days 00:15:00
2024-01-07 00:45:00,2.0,3.8,42,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 00:45:00,0 days 00:15:00
2024-01-07 01:00:00,2.0,4.0,40,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 01:00:00,0 days 00:15:00
2024-01-07 01:15:00,2.1,4.2,40,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 01:15:00,0 days 00:15:00
2024-01-07 01:30:00,2.2,4.4,41,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 01:30:00,0 days 00:15:00
2024-01-07 01:45:00,2.3,4.6,42,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 01:45:00,0 days 00:15:00
2024-01-07 02:00:00,2.4,4.8,42,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 02:00:00,0 days 00:15:00
2024-01-07 02:15:00,2.4,4.9,42,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 02:15:00,0 days 00:15:00
2024-01-07 02:30:00,2.4,5.0,43,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 02:30:00,0 days 00:15:00
2024-01-07 02:45:00,2.4,5.1,44,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 02:45:00,0 days 00:15:00
2024-01-07 03:00:00,2.4,5.2,44,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 03:00:00,0 days 00:15:00
2024-01-07 03:15:00,2.5,5.4,47,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 03:15:00,0 days 00:15:00
2024-01-07 03:30:00,2.6,5.6,50,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 03:30:00,0 days 00:15:00
2024-01-07 03:45:00,2.7,5.8,53,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 03:45:00,0 days 00:15:00
2024-01-07 04:00:00,2.8,6.0,56,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 04:00:00,0 days 00:15:00
2024-01-07 04:15:00,2.8,6.1,56,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 04:15:00,0 days 00:15:00
2024-01-07 04:30:00,2.8,6.2,56,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 04:30:00,0 days 00:15:00
2024-01-07 04:45:00,2.8,6.3,56,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 04:45:00,0 days 00:15:00
2024-01-07 05:00:00,2.8,6.4,56,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 05:00:00,0 days 00:15:00
2024-01-07 05:15:00,2.8,6.6,56,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 05:15:00,0 days 00:15:00
2024-01-07 05:30:00,2.8,6.8,57,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 05:30:00,0 days 00:15:00
2024-01-07 05:45:00,2.8,7.0,58,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 05:45:00,0 days 00:15:00
2024-01-07 06:00:00,2.8,7.2,58,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 06:00:00,0 days 00:15:00
2024-01-07 06:15:00,2.9,7.3,54,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 06:15:00,0 days 00:15:00
2024-01-07 06:30:00,3.0,7.4,50,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 06:30:00,0 days 00:15:00
2024-01-07 06:45:00,3.1,7.5,46,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 06:45:00,0 days 00:15:00
2024-01-07 07:00:00,3.2,7.6,42,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 07:00:00,0 days 00:15:00
2024-01-07 07:15:00,3.1,7.2,44,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 07:15:00,0 days 00:15:00
2024-01-07 07:30:00,3.0,6.8,45,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 07:30:00,0 days 00:15:00
2024-01-07 07:45:00,2.9,6.4,46,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 07:45:00,0 days 00:15:00
2024-01-07 08:00:00,2.8,6.0,48,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 08:00:00,0 days 00:15:00
2024-01-07 08:15:00,2.9,6.2,46,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 08:15:00,0 days 00:15:00
2024-01-07 08:30:00,3.0,6.4,45,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 08:30:00,0 days 00:15:00
2024-01-07 08:45:00,3.1,6.6,44,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 08:45:00,0 days 00:15:00
2024-01-07 09:00:00,3.2,6.8,42,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 09:00:00,0 days 00:15:00
2024-01-07 09:15:00,3.2,6.9,40,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 09:15:00,0 days 00:15:00
2024-01-07 09:30:00,3.2,7.0,38,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 09:30:00,0 days 00:15:00
2024-01-07 09:45:00,3.2,7.1,36,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 09:45:00,0 days 00:15:00
2024-01-07 10:00:00,3.2,7.2,34,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 10:00:00,0 days 00:15:00
2024-01-07 10:15:00,3.2,7.3,34,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 10:15:00,0 days 00:15:00
2024-01-07 10:30:00,3.2,7.4,34,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 10:30:00,0 days 00:15:00
2024-01-07 10:45:00,3.2,7.5,34,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 10:45:00,0 days 00:15:00
2024-01-07 11:00:00,3.2,7.6,34,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 11:00:00,0 days 00:15:00
2024-01-07 11:15:00,3.3,7.6,35,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 11:15:00,0 days 00:15:00
2024-01-07 11:30:00,3.4,7.6,36,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 11:30:00,0 days 00:15:00
2024-01-07 11:45:00,3.5,7.6,37,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 11:45:00,0 days 00:15:00
2024-01-07 12:00:00,3.6,7.6,38,0.0,804,Ideal Tracking,1.0998060911124838,1.0998060911124838,1.0998060911124838,2024-01-07 12:00:00,0 days 00:15:00
2024-01-07 12:15:00,3.7,7.8,39,0.0,804,Ideal Tracking,-0.27859122756406407,-0.27859122756406407,-0.27859122756406407,2024-01-07 12:15:00,0 days 00:15:00
2024-01-07 12:30:00,3.8,8.0,40,0.0,804,Ideal Tracking,-2.7115539043426224,-2.7115539043426224,-2.7115539043426224,2024-01-07 12:30:00,0 days 00:15:00
2024-01-07 12:45:00,3.9,8.2,41,0.0,804,Ideal Tracking,-5.432754006006533,-5.432754006006533,-5.432754006006533,2024-01-07 12:45:00,0 days 00:15:00
2024-01-07 13:00:00,4.0,8.4,42,0.0,804,Ideal Tracking,-8.414061281486852,-8.414061281486852,-8.414061281486852,2024-01-07 13:00:00,0 days 00:15:00
2024-01-07 13:15:00,4.0,8.6,43,0.0,804,Ideal Tracking,-11.723407023664137,-11.723407023664137,-11.723407023664137,2024-01-07 13:15:00,0 days 00:15:00
2024-01-07 13:30:00,4.0,8.8,44,0.0,804,Ideal Tracking,-15.501875406216634,-15.501875406216634,-15.501875406216634,2024-01-07 13:30:00,0 days 00:15:00
2024-01-07 13:45:00,4.0,9.0,45,0.0,804,Ideal Tracking,-20.002231005835725,-20.002231005835725,-20.002231005835725,2024-01-07 13:45:00,0 days 00:15:00
2024-01-07 14:00:00,4.0,9.2,46,0.0,804,Ideal Tracking,-25.728726902416,-25.728726902416,-25.728726902416,2024-01-07 14:00:00,0 days 00:15:00
2024-01-07 14:15:00,4.0,9.3,47,0.0,804,Ideal Tracking,-33.99377779752274,-33.99377779752274,-33.99377779752274,2024-01-07 14:15:00,0 days 00:15:00
2024-01-07 14:30:00,4.0,9.4,48,0.0,804,Ideal Tracking,-54.729527791676084,-54.729527791676084,-54.729527791676084,2024-01-07 14:30:00,0 days 00:15:00
2024-01-07 14:45:00,4.0,9.5,49,0.0,804,Ideal Tracking,-55.4018175814501,-55.4018175814501,-55.4018175814501,2024-01-07 14:45:00,0 days 00:15:00
2024-01-07 15:00:00,4.0,9.6,50,0.0,804,Ideal Tracking,-50.16978739531942,-50.16978739531942,-50.16978739531942,2024-01-07 15:00:00,0 days 00:15:00
2024-01-07 15:15:00,4.0,9.7,50,0.0,804,Ideal Tracking,-44.38240757812012,-44.38240757812012,-44.38240757812012,2024-01-07 15:15:00,0 days 00:15:00
2024-01-07 15:30:00,4.0,9.8,50,0.0,804,Ideal Tracking,-37.978741041132096,-37.978741041132096,-37.978741041132096,2024-01-07 15:30:00,0 days 00:15:00
2024-01-07 15:45:00,4.0,9.9,50,0.0,804,Ideal Tracking,-30.92136981925058,-30.92136981925058,-30.92136981925058,2024-01-07 15:45:00,0 days 00:15:00
2024-01-07 16:00:00,4.0,10.0,50,0.0,804,Ideal Tracking,-23.217603192354186,-23.217603192354186,-23.217603192354186,2024-01-07 16:00:00,0 days 00:15:00
2024-01-07 16:15:00,4.0,10.3,48,0.0,804,Ideal Tracking,-14.942264516762528,-14.942264516762528,-14.942264516762528,2024-01-07 16:15:00,0 days 00:15:00
2024-01-07 16:30:00,4.0,10.6,47,0.0,804,Ideal Tracking,-6.251604969753307,-6.251604969753307,-6.251604969753307,2024-01-07 16:30:00,0 days 00:15:00
2024-01-07 16:45:00,4.0,10.9,46,0.0,804,Ideal Tracking,2.625016021557869,2.625016021557869,2.625016021557869,2024-01-07 16:45:00,0 days 00:15:00
2024-01-07 17:00:00,4.0,11.2,44,0.0,804,Ideal Tracking,11.421490473965747,11.421490473965747,11.421490473965747,2024-01-07 17:00:00,0 days 00:15:00
2024-01-07 17:15:00,4.2,11.2,44,0.0,804,Ideal Tracking,19.887852674906245,19.887852674906245,19.887852674906245,2024-01-07 17:15:00,0 days 00:15:00
2024-01-07 17:30:00,4.4,11.2,45,0.0,804,Ideal Tracking,27.83572440279903,27.83572440279903,27.83572440279903,2024-01-07 17:30:00,0 days 00:15:00
2024-01-07 17:45:00,4.6,11.2,46,0.0,721,Ideal Tracking,35.15811213289427,35.15811213289427,35.15811213289427,2024-01-07 17:45:00,0 days 00:15:00
2024-01-07 18:00:00,4.8,11.2,46,0.0,721,Ideal Tracking,41.82299066694045,41.82299066694045,41.82299066694045,2024-01-07 18:00:00,0 days 00:15:00
2024-01-07 18:15:00,4.8,11.1,44,0.0,721,Ideal Tracking,47.85252492193093,47.85252492193093,47.85252492193093,2024-01-07 18:15:00,0 days 00:15:00
2024-01-07 18:30:00,4.8,11.0,43,0.0,721,Ideal Tracking,53.30036522845481,53.30036522845481,53.30036522845481,2024-01-07 18:30:00,0 days 00:15:00
2024-01-07 18:45:00,4.8,10.9,42,0.0,721,Ideal Tracking,58.23379265558636,58.23379265558636,58.23379265558636,2024-01-07 18:45:00,0 days 00:15:00
2024-01-07 19:00:00,4.8,10.8,40,0.0,721,Ideal Tracking,39.157642174210096,39.157642174210096,39.157642174210096,2024-01-07 19:00:00,0 days 00:15:00
2024-01-07 19:15:00,4.7,10.6,36,0.0,721,Ideal Tracking,28.727072062940998,28.727072062940998,28.727072062940998,2024-01-07 19:15:00,0 days 00:15:00
2024-01-07 19:30:00,4.6,10.4,33,0.0,721,Ideal Tracking,22.20321002064661,22.20321002064661,22.20321002064661,2024-01-07 19:30:00,0 days 00:15:00
2024-01-07 19:45:00,4.5,10.2,30,0.0,721,Ideal Tracking,17.281000449145317,17.281000449145317,17.281000449145317,2024-01-07 19:45:00,0 days 00:15:00
2024-01-07 20:00:00,4.4,10.0,26,0.0,721,Ideal Tracking,13.244308420124,13.244308420124,13.244308420124,2024-01-07 20:00:00,0 days 00:15:00
2024-01-07 20:15:00,4.4,9.9,24,0.0,721,Ideal Tracking,9.763377774244262,9.763377774244262,9.763377774244262,2024-01-07 20:15:00,0 days 00:15:00
2024-01-07 20:30:00,4.4,9.8,22,0.0,721,Ideal Tracking,6.659212507310144,6.659212507310144,6.659212507310144,2024-01-07 20:30:00,0 days 00:15:00
2024-01-07 20:45:00,4.4,9.7,20,0.0,721,Ideal Tracking,3.834127517285097,3.834127517285097,3.834127517285097,2024-01-07 20:45:00,0 days 00:15:00
2024-01-07 21:00:00,4.4,9.6,18,0.0,721,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 21:00:00,0 days 00:15:00
2024-01-07 21:15:00,4.6,9.5,20,0.0,721,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 21:15:00,0 days 00:15:00
2024-01-07 21:30:00,4.8,9.4,21,0.0,721,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 21:30:00,0 days 00:15:00
2024-01-07 21:45:00,5.0,9.3,22,0.0,721,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 21:45:00,0 days 00:15:00
2024-01-07 22:00:00,5.2,9.2,24,0.0,721,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 22:00:00,0 days 00:15:00
2024-01-07 22:15:00,5.1,9.6,24,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 22:15:00,0 days 00:15:00
2024-01-07 22:30:00,5.0,10.0,23,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 22:30:00,0 days 00:15:00
2024-01-07 22:45:00,4.9,10.4,22,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 22:45:00,0 days 00:15:00
2024-01-07 23:00:00,4.8,10.8,22,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 23:00:00,0 days 00:15:00
2024-01-07 23:15:00,4.8,10.6,22,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 23:15:00,0 days 00:15:00
2024-01-07 23:30:00,4.8,10.4,22,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 23:30:00,0 days 00:15:00
2024-01-07 23:45:00,4.8,10.2,22,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-07 23:45:00,0 days 00:15:00
2024-01-08 00:00:00,4.8,10.0,22,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 00:00:00,0 days 00:15:00
2024-01-08 00:15:00,4.7,9.9,20,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 00:15:00,0 days 00:15:00
2024-01-08 00:30:00,4.6,9.8,18,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 00:30:00,0 days 00:15:00
2024-01-08 00:45:00,4.5,9.7,16,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 00:45:00,0 days 00:15:00
2024-01-08 01:00:00,4.4,9.6,14,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 01:00:00,0 days 00:15:00
2024-01-08 01:15:00,4.4,9.5,12,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 01:15:00,0 days 00:15:00
2024-01-08 01:30:00,4.4,9.4,10,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 01:30:00,0 days 00:15:00
2024-01-08 01:45:00,4.4,9.3,8,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 01:45:00,0 days 00:15:00
2024-01-08 02:00:00,4.4,9.2,6,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 02:00:00,0 days 00:15:00
2024-01-08 02:15:00,4.4,9.1,94,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 02:15:00,0 days 00:15:00
2024-01-08 02:30:00,4.4,9.0,182,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 02:30:00,0 days 00:15:00
2024-01-08 02:45:00,4.4,8.9,270,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 02:45:00,0 days 00:15:00
2024-01-08 03:00:00,4.4,8.8,358,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 03:00:00,0 days 00:15:00
2024-01-08 03:15:00,4.4,8.7,358,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 03:15:00,0 days 00:15:00
2024-01-08 03:30:00,4.4,8.6,357,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 03:30:00,0 days 00:15:00
2024-01-08 03:45:00,4.4,8.5,356,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 03:45:00,0 days 00:15:00
2024-01-08 04:00:00,4.4,8.4,356,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 04:00:00,0 days 00:15:00
2024-01-08 04:15:00,4.3,8.3,356,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 04:15:00,0 days 00:15:00
2024-01-08 04:30:00,4.2,8.2,356,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 04:30:00,0 days 00:15:00
2024-01-08 04:45:00,4.1,8.1,356,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 04:45:00,0 days 00:15:00
2024-01-08 05:00:00,4.0,8.0,356,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 05:00:00,0 days 00:15:00
2024-01-08 05:15:00,4.0,8.0,355,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 05:15:00,0 days 00:15:00
2024-01-08 05:30:00,4.0,8.0,354,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 05:30:00,0 days 00:15:00
2024-01-08 05:45:00,4.0,8.0,353,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 05:45:00,0 days 00:15:00
2024-01-08 06:00:00,4.0,8.0,352,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 06:00:00,0 days 00:15:00
2024-01-08 06:15:00,3.9,7.9,350,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 06:15:00,0 days 00:15:00
2024-01-08 06:30:00,3.8,7.8,348,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 06:30:00,0 days 00:15:00
2024-01-08 06:45:00,3.7,7.7,346,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 06:45:00,0 days 00:15:00
2024-01-08 07:00:00,3.6,7.6,344,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 07:00:00,0 days 00:15:00
2024-01-08 07:15:00,3.6,7.5,343,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 07:15:00,0 days 00:15:00
2024-01-08 07:30:00,3.6,7.4,342,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 07:30:00,0 days 00:15:00
2024-01-08 07:45:00,3.6,7.3,341,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 07:45:00,0 days 00:15:00
2024-01-08 08:00:00,3.6,7.2,340,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 08:00:00,0 days 00:15:00
2024-01-08 08:15:00,3.5,7.1,340,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 08:15:00,0 days 00:15:00
2024-01-08 08:30:00,3.4,7.0,339,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 08:30:00,0 days 00:15:00
2024-01-08 08:45:00,3.3,6.9,338,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 08:45:00,0 days 00:15:00
2024-01-08 09:00:00,3.2,6.8,338,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 09:00:00,0 days 00:15:00
2024-01-08 09:15:00,3.1,6.8,334,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 09:15:00,0 days 00:15:00
2024-01-08 09:30:00,3.0,6.8,331,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 09:30:00,0 days 00:15:00
2024-01-08 09:45:00,2.9,6.8,328,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 09:45:00,0 days 00:15:00
2024-01-08 10:00:00,2.8,6.8,324,0.0,804,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 10:00:00,0 days 00:15:00
2024-01-08 10:15:00,2.9,6.8,322,0.0,803,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 10:15:00,0 days 00:15:00
2024-01-08 10:30:00,3.0,6.8,321,0.0,803,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 10:30:00,0 days 00:15:00
2024-01-08 10:45:00,3.1,6.8,320,0.0,803,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 10:45:00,0 days 00:15:00
2024-01-08 11:00:00,3.2,6.8,318,0.0,802,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 11:00:00,0 days 00:15:00
2024-01-08 11:15:00,3.2,6.8,317,0.0,802,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 11:15:00,0 days 00:15:00
2024-01-08 11:30:00,3.2,6.8,316,0.0,802,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 11:30:00,0 days 00:15:00
2024-01-08 11:45:00,3.2,6.8,315,0.0,801,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 11:45:00,0 days 00:15:00
2024-01-08 12:00:00,3.2,6.8,314,0.0,801,Ideal Tracking,1.2695717371568804,1.2695717371568804,1.2695717371568804,2024-01-08 12:00:00,0 days 00:15:00
2024-01-08 12:15:00,3.3,6.8,314,0.0,801,Ideal Tracking,-0.3114406201877813,-0.3114406201877813,-0.3114406201877813,2024-01-08 12:15:00,0 days 00:15:00
2024-01-08 12:30:00,3.4,6.8,314,0.0,801,Ideal Tracking,-2.7493387925371735,-2.7493387925371735,-2.7493387925371735,2024-01-08 12:30:00,0 days 00:15:00
