,tracker_theta,aoi,surface_azimuth,surface_tilt
2020-06-24 05:00:00-07:00,-10.971895355383353,76.48121004177217,90.0,10.971895355383344
2020-06-24 06:00:00-07:00,-50.41529920617011,30.17089695088476,90.0,50.415299206170104
2020-06-24 07:00:00-07:00,-60.0,10.096855658659509,90.0,59.99999999999999
2020-06-24 08:00:00-07:00,-53.111810402531695,1.0015907878552055,90.0,53.111810402531695
2020-06-24 09:00:00-07:00,-41.272898350819396,6.029293985066434,90.0,41.272898350819396
2020-06-24 10:00:00-07:00,-28.50368206463625,11.514174141979824,90.0,28.50368206463625
2020-06-24 11:00:00-07:00,-14.842218118472838,15.057994882290632,90.0,14.842218118472838
2020-06-24 12:00:00-07:00,-0.6123901764895543,16.349451961896815,90.0,0.612390176489426
2020-06-24 13:00:00-07:00,13.64302363234022,15.261630285183344,269.99999914622634,13.643023632340222
2020-06-24 14:00:00-07:00,27.37074636548959,11.90197825129206,270.0,27.37074636548959
2020-06-24 15:00:00-07:00,40.22308061637919,6.569670822917215,269.9999987925817,40.2230806163792
2020-06-24 16:00:00-07:00,52.138424567156434,0.34353511261525527,270.0,52.138424567156434
2020-06-24 17:00:00-07:00,60.0,9.056171431484524,270.0,59.99999999999999
2020-06-24 18:00:00-07:00,58.376054508858516,23.2123200291979,270.0,58.37605450885852
2020-06-24 19:00:00-07:00,13.381105562192289,73.44258261978425,269.99999758516344,13.3811055621923
2020-06-24 20:00:00-07:00,,,,
2020-06-24 21:00:00-07:00,,,,
2020-06-24 22:00:00-07:00,,,,
2020-06-24 23:00:00-07:00,,,,
2020-06-25 00:00:00-07:00,,,,
