,poa_global,poa_direct,poa_diffuse,cell_temperature,precipitable_water
2020-06-23 22:00:00+00:00,998.9192714926862,958.0749209103227,40.844350582363575,51.279402076293294,2.2
2020-06-23 23:00:00+00:00,872.9724639585354,797.7700154232961,75.20244853523938,49.47814525687018,2.2
2020-06-24 00:00:00+00:00,734.8661984214307,673.859927636635,61.00627078479565,46.64062002372436,2.2
2020-06-24 01:00:00+00:00,289.6983466839426,221.32909349593035,68.36925318801225,34.59856616469669,2.2
2020-06-24 02:00:00+00:00,61.549501875729845,36.95415841463541,24.595343461094433,25.019870762527233,2.2
2020-06-24 03:00:00+00:00,,,,,2.1
2020-06-24 04:00:00+00:00,,,,,2.1
2020-06-24 05:00:00+00:00,,,,,2.0
2020-06-24 06:00:00+00:00,,,,,2.0
2020-06-24 07:00:00+00:00,,,,,1.9
2020-06-24 08:00:00+00:00,,,,,1.9
2020-06-24 09:00:00+00:00,,,,,1.8
2020-06-24 10:00:00+00:00,,,,,1.8
2020-06-24 11:00:00+00:00,,,,,1.7000000000000002
2020-06-24 12:00:00+00:00,106.27885415337683,91.18741343650292,15.091440716873901,19.948382669205,1.7000000000000002
2020-06-24 13:00:00+00:00,676.0610667159434,653.2130721622127,22.847994553730718,37.097787162819,1.6
2020-06-24 14:00:00+00:00,909.6802003305759,880.3944582230379,29.285742107538013,55.33847859307694,1.6
2020-06-24 15:00:00+00:00,997.6064967003924,965.1342845487808,32.4722121516117,56.19286717811663,1.6
2020-06-24 16:00:00+00:00,1030.4772291677314,999.1245014963221,31.352727671409188,55.93105346503525,1.6
2020-06-24 17:00:00+00:00,1032.32032311015,1003.8296785700846,28.490644540065283,55.24897218897004,1.7000000000000002
2020-06-24 18:00:00+00:00,1023.1558605965399,994.7518074756559,28.40405312088395,54.97706196389587,1.7000000000000002
2020-06-24 19:00:00+00:00,1016.4296462747061,988.3650738140556,28.06457246065056,55.429298028881945,1.8
2020-06-24 20:00:00+00:00,1017.0998781200384,986.4486040588233,30.651274061215112,56.43632628465389,1.8
2020-06-24 21:00:00+00:00,1020.2323401637977,986.362094845713,33.87024531808464,57.433547272299236,1.9
2020-06-24 22:00:00+00:00,907.4248818625283,788.078665202389,119.34621666013938,56.28211606123088,2.0
2020-06-24 23:00:00+00:00,673.674824781702,526.3736144307084,147.3012103509937,50.87710447249209,2.2
2020-06-25 00:00:00+00:00,611.3905542062492,521.7514198024467,89.63913440380254,46.93937667314556,2.3000000000000003
2020-06-25 01:00:00+00:00,6.32327597963251,0.0,6.32327597963251,25.87263503275179,2.5
2020-06-25 02:00:00+00:00,30.70728682791128,5.308009211361736,25.399277616549544,23.438355542970168,2.5
2020-06-25 03:00:00+00:00,,,,,2.5
2020-06-25 04:00:00+00:00,,,,,2.3000000000000003
2020-06-25 05:00:00+00:00,,,,,2.1
2020-06-25 06:00:00+00:00,,,,,2.0
2020-06-25 07:00:00+00:00,,,,,1.9
